"sep=,"
Folder Name,Quantity,Trade Quantity,Card Name,Set Code,Set Name,Card Number,Condition,Printing,Language,Price Bought,Date Bought,AVG,LOW,TREND
Collection,1,0,"Uurg, Spawn of Turg",EOC,Edge of Eternities Commander,127,NearMint,Normal,English,0.21,2026-08-26,0.19,0.02,0.21
Collection,1,0,"Uvilda, Dean of Perfection",STX,Strixhaven: School of Mages,160,NearMint,Normal,English,0.11,2026-08-26,0.15,0.02,0.11
Collection,1,0,"Vadmir, New Blood",OTJ,Outlaws of Thunder Junction,113,NearMint,Normal,English,0.24,2026-08-24,0.25,0.02,0.22
Collection,1,0,Valkyrie Aerial Unit,FIN,Final Fantasy,84,NearMint,Normal,English,0.09,2026-08-26,0.10,0.02,0.09
Collection,1,0,Valley Floodcaller,BLB,Bloomburrow,79,NearMint,Normal,English,4.24,2026-08-26,4.30,2.40,4.24
Collection,1,0,Valley Questcaller,BLB,Bloomburrow,36,NearMint,Normal,English,0.74,2026-08-26,0.83,0.15,0.74
Collection,1,0,Vanquish the Foul,THS,Theros,35,NearMint,Normal,English,0.02,2026-08-26,0.02,0.02,0.02
Collection,1,0,Veil of Assimilation,ONE,Phyrexia: All Will Be One,37,NearMint,Normal,English,0.08,2026-08-26,0.07,0.02,0.08
Collection,1,0,Vengeance,7ED,Seventh Edition,54,NearMint,Normal,English,0.11,2026-08-26,0.06,0.02,0.11
Collection,1,0,"Venom, Evil Unleashed",SPM,"Marvel's Spider-Man",71,NearMint,Normal,English,0.07,2026-08-24,0.06,0.02,0.08
Collection,1,0,"Venser, Corpse Puppet",ONE,Phyrexia: All Will Be One,324,NearMint,Normal,English,0.28,2026-08-26,0.24,0.04,0.28
Collection,1,0,"Veronica, Dissident Scribe",PIP,Fallout,395,NearMint,Normal,English,0.43,2026-08-24,0.40,0.10,0.43
Collection,1,0,Veteran Survivor,DSK,Duskmourn: House of Horror,40,NearMint,Normal,English,0.13,2026-08-26,0.12,0.02,0.13
Collection,1,0,"Vihaan, Goldwaker",OTC,Outlaws of Thunder Junction Commander,44,NearMint,Normal,English,1.90,2026-08-26,2.08,0.89,1.90
Collection,1,0,Vincent Valentine,FIN,Final Fantasy,125,NearMint,Normal,English,0.78,2026-08-24,0.83,0.17,0.79
Collection,1,0,"Vincent, Vengeful Atoner",FIC,Final Fantasy Commander,64,NearMint,Normal,English,0.40,2026-08-24,0.40,0.15,0.37
Collection,1,0,Vivien Reid,PFDN,Foundations Promos,234s,NearMint,Foil,English,1.75,2026-08-26,1.75,1.74,1.75
Collection,1,0,Vizier of Many Faces,DRC,Aetherdrift Commander,84,NearMint,Normal,English,0.13,2026-08-26,0.17,0.02,0.13
Collection,1,0,"Vohar, Vodalian Desecrator",DMU,Dominaria United,325,NearMint,Normal,English,0.09,2026-08-26,0.12,0.02,0.09
Collection,1,0,Voltstorm Angel,MH3,Modern Horizons 3,46,NearMint,Normal,English,0.05,2026-08-26,0.06,0.02,0.05
Collection,1,0,"Vraan, Executioner Thane",ONE,Phyrexia: All Will Be One,114,NearMint,Normal,Japanese,0.56,2026-08-24,0.61,0.04,0.59
Collection,1,0,Vraska Joins Up,OTJ,Outlaws of Thunder Junction,236,NearMint,Normal,English,0.58,2026-08-26,0.58,0.10,0.59
Collection,1,0,"Vren, the Relentless",BLB,Bloomburrow,239,NearMint,Normal,English,0.34,2026-08-26,0.44,0.06,0.34
Collection,1,0,Wall of Air,4BB,Fourth Edition Foreign Black Border,113,NearMint,Normal,English,0.48,2026-08-26,0.70,0.15,0.48
Collection,1,0,Wall of Air,6ED,Classic Sixth Edition,105,NearMint,Normal,English,0.22,2026-08-26,0.13,0.02,0.22
Collection,1,0,Wall of Lost Thoughts,J25,Foundations Jumpstart,384,NearMint,Normal,English,0.19,2026-08-26,0.16,0.02,0.19
Collection,1,0,Warden of the Inner Sky,LCI,The Lost Caverns of Ixalan,43,NearMint,Normal,English,0.36,2026-08-26,0.31,0.05,0.36
Collection,1,0,Watchful Blisterzoa,ONE,Phyrexia: All Will Be One,78,NearMint,Normal,Japanese,0.04,2026-08-26,0.03,0.02,0.04
Collection,1,0,"Wayta, Trainer Prodigy",LCC,Lost Caverns of Ixalan Commander,7,NearMint,Normal,English,0.47,2026-08-26,0.48,0.05,0.47
Collection,1,0,Weatherlight Compleated,PDMU,Dominaria United Promos,242p,NearMint,Normal,English,1.66,2026-08-26,2.24,0.70,1.66
Collection,1,0,Web-Shooters,SPM,"Marvel's Spider-Man",22,NearMint,Normal,English,0.05,2026-08-26,0.06,0.02,0.05
Collection,1,0,Whirler Rogue,PIP,Fallout,181,NearMint,Normal,English,0.16,2026-08-26,0.18,0.02,0.16
Collection,1,0,Whirler Rogue,NEC,Neon Dynasty Commander,101,NearMint,Normal,English,0.10,2026-08-26,0.14,0.02,0.10
Collection,1,0,Whirler Rogue,KHC,Kaldheim Commander,45,NearMint,Normal,English,0.15,2026-08-26,0.16,0.02,0.15
Collection,1,0,"Will, Scion of Peace",WOE,Wilds of Eldraine,302,NearMint,Foil,English,2.65,2026-08-26,2.50,0.74,2.65
Collection,1,0,Wingblade Disciple,TDM,Tarkir: Dragonstorm,65,NearMint,Normal,English,0.06,2026-08-26,0.10,0.02,0.06
Collection,1,0,Winnowing,ECL,Lorwyn Eclipsed,355,NearMint,Foil,English,0.60,2026-08-26,0.54,0.20,0.60
Collection,1,0,Wizards of Thay,CLB,"Commander Legends: Battle for Baldur's Gate",105,NearMint,Normal,English,0.91,2026-08-26,0.91,0.30,0.91
Collection,1,0,Wojek Investigator,MKM,Murders at Karlov Manor,429,NearMint,Foil,English,0.26,2026-08-26,0.24,0.02,0.26
Collection,1,0,Woodland Acolyte // Mend the Wilds,WOE,Wilds of Eldraine,241,NearMint,Normal,English,0.14,2026-08-26,0.14,0.02,0.14
Collection,1,0,"Wort, Boggart Auntie",LRW,Lorwyn,252,NearMint,Normal,English,8.72,2026-08-26,8.63,1.99,8.72
Collection,1,0,"Xu-Ifit, Osteoharmonist",PEOE,Edge of Eternities Promos,127p,NearMint,Normal,English,0.44,2026-08-24,0.27,0.09,0.40
Collection,1,0,"Xu-Ifit, Osteoharmonist",EOE,Edge of Eternities,127,NearMint,Normal,English,0.30,2026-08-24,0.35,0.05,0.29
Collection,1,0,"Yawgmoth's Vile Offering",MOC,March of the Machine Commander,271,NearMint,Normal,English,0.37,2026-08-24,0.49,0.13,0.33
Collection,1,0,"Yedora, Grave Gardener",MUL,Multiverse Legends,30,NearMint,Normal,English,0.12,2026-08-26,0.24,0.04,0.12
Collection,2,0,You Cannot Pass!,LTR,The Lord of the Rings: Tales of Middle-earth,38,NearMint,Normal,English,0.13,2026-08-26,0.07,0.02,0.13
Collection,2,0,Youthful Valkyrie,FDN,Foundations,149,NearMint,Normal,English,0.21,2026-08-26,0.20,0.02,0.21
Collection,2,0,"Yue, the Moon Spirit",TLA,Avatar: The Last Airbender,83,NearMint,Normal,English,0.21,2026-08-24,0.23,0.02,0.21
Collection,1,0,"Zada, Hedron Grinder",MUL,Multiverse Legends,25,NearMint,Foil,English,0.26,2026-08-24,0.24,0.02,0.26
Collection,1,0,Zenos yae Galvus,FIN,Final Fantasy,127,NearMint,Normal,English,0.35,2026-08-24,0.30,0.02,0.35
Collection,1,0,Zephid,USG,"Urza's Saga",113,NearMint,Normal,English,1.09,2026-08-26,0.98,0.14,1.09
Collection,1,0,Zephyr Sentinel,BRO,"The Brothers' War",74,NearMint,Normal,English,0.13,2026-08-26,0.10,0.02,0.13
Collection,2,0,"Zhao, Ruthless Admiral",TLA,Avatar: The Last Airbender,252,NearMint,Normal,English,0.05,2026-08-26,0.07,0.02,0.05
Collection,1,0,"Zidane, Tantalus Thief",FIN,Final Fantasy,251,NearMint,Normal,English,0.08,2026-08-26,0.07,0.02,0.08
Collection,1,0,Zimone and Dina,PMOM,March of the Machine Promos,257p,NearMint,Foil,English,1.37,2026-08-26,0.92,0.33,1.37
Collection,1,0,"Zoraline, Cosmos Caller",BLB,Bloomburrow,242,NearMint,Normal,English,0.45,2026-08-26,0.34,0.05,0.45
Collection,1,0,Zoyowa Lava-Tongue,LCI,The Lost Caverns of Ixalan,312,NearMint,Normal,English,0.12,2026-08-26,0.13,0.02,0.12
Collection,1,0,"Zuko, Conflicted",TLA,Avatar: The Last Airbender,253,NearMint,Foil,English,0.36,2026-08-26,0.39,0.05,0.36
Collection,2,0,"Zuko, Exiled Prince",TLA,Avatar: The Last Airbender,163,NearMint,Normal,English,0.09,2026-08-24,0.13,0.02,0.08
Collection,1,0,"Zuko, Seeking Honor",TLE,Avatar: The Last Airbender Eternal,150,NearMint,Normal,English,0.20,2026-08-26,0.20,0.02,0.20
Collection,1,0,"Zul Ashur, Lich Lord",FDN,Foundations,77,NearMint,Normal,English,1.00,2026-08-24,1.09,0.30,1.03
